0	0	0	r05069	0	1	100	24	25	3.109240969	0.31	0.969879518	0.380228137	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	48	25	3.109240969	0.34	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	72	25	3.109240969	0.33	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	96	25	3.109240969	0.32	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	120	25	3.109240969	0.43	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	144	25	3.109240969	0.54	1.078313253	0.505703422	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	168	25	3.578176786	0.45	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	192	25	4.916106725	0.59	0.987951807	0.323193916	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	216	25	5.618510379	1.21	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	240	25	5.123343807	1.9	0.843373494	0.212927757	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	264	25	4.390711782	3.29	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	312	25	3.109240969	NA	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	360	25	3.109240969	3.42	10.52469136	0.425925926	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	528	25	3.109240969	0.44	11.58024691	3.820987654	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	0	r05069	0	1	100	696	25	3.109240969	0.45	10.4382716	3.901234568	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	24	25	3.109240969	0.32	0.307228916	0.27756654	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	48	25	3.109240969	0.26	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	72	25	3.109240969	0.29	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	96	25	3.109240969	0.27	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	120	25	3.514771704	0.31	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	144	25	5.731916889	0.83	0.295180723	0.353612167	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	168	25	5.683178952	2.19	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	192	25	5.652109447	3.94	0.331325301	0.33460076	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	216	25	4.382560562	4.54	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	240	25	3.109240969	2.93	2.301204819	0.33460076	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	264	25	3.109240969	1.82	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	312	25	3.109240969	NA	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	360	25	3.109240969	1.35	12.83950617	1.339506173	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	528	25	3.109240969	0.38	11.34567901	3.611111111	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	1	r10017	0	1	100	696	25	3.109240969	0.56	8.413580247	3.765432099	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	24	25	3.109240969	0.22	1.969879518	0.258555133	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	48	25	3.109240969	0.22	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	72	25	3.109240969	0.29	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	96	25	3.109240969	0.23	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	120	25	3.109240969	0.47	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	144	25	3.109240969	0.42	2.030120482	0.315589354	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	168	25	4.052007915	0.45	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	192	25	5.827213537	1.21	2.138554217	0.178707224	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	216	25	6.318330845	4.53	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	240	25	3.109240969	2.81	0.301204819	0.273764259	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	264	25	4.99043124	8.57	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	312	25	3.981643767	NA	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	360	25	3.109240969	1.5	8.697530864	0.518518519	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	528	25	3.109240969	0.41	6.197530864	1.592592593	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	2	r11012	0	1	100	696	25	3.109240969	0.36	4.364197531	2.154320988	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	24	25	3.109240969	0.2	0.054216867	0.08365019	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	48	25	3.109240969	0.24	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	72	25	3.109240969	0.23	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	96	25	3.109240969	0.22	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	120	25	3.109240969	0.42	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	144	25	4.484124757	0.47	0.072289157	0.152091255	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	168	25	5.590217724	0.5	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	192	25	5.945145682	1.29	0.036144578	0.197718631	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	216	25	4.629001415	2.41	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	240	25	3.406569132	2.11	0.397590361	0.102661597	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	264	25	3.109240969	3.29	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	312	25	3.109240969	NA	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	360	25	3.109240969	2.4	8.734567901	0.209876543	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	528	25	3.109240969	0.43	9.086419753	3	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	3	r11042	0	1	100	696	25	3.109240969	0.38	6.851851852	3.481481481	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	4	r12125	0	1	100	24	25	3.109240969	0.27	0.222891566	0.247148289	NA	3.109240969	1.1	1	1	NA	NA	NHP
0	0	4	r12125	0	1	100	48	25	3.109240969	0.25	NA	NA	NA	3.109240969	1.1	1	1	NA	NA	NHP
